Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
QPEN-0.4,0.4,0.6,0.667,1,80,0.0319672,1,14.14479282,16.59272307,6.430791581,3.241080344,-8.985726022,4.282168698,2.48466625,-2.979538853,-7.22925578,12.00697322,-6.642049315,-2.230031578,-10.64217026,-9.211716869,0.346046446,4.039720876,0.058690221,0.156729466,-5.637842515,-0.808230281,-1.068904254,1.88641169,2.276657189,0.641202685,2.814616027,-2.305094412,2.160559273,-0.315315244,-0.001885253,0.873451947,0.065158596,-0.695611505,16.47655518,-23.48157759,6.862412138,1.998197367,0.040617931,5.731210972,-2.011663944,2.68788987,-2.994348549,1.552158615,-0.368276739,6.060590628,-0.869714684,0.904910619,-4.53252814,-5.405421649,-0.793277304,-0.35353574,-7.686642413,3.220573892,0.418529861,-1.511006957,1.984375419,1.029811282,0.665837985,0.081826182,-1.892162443,1.837282391,-0.164302567,0.409253225,-0.259110819,-0.80498121
QPEN-0.5,0.49,0.51,0.961,1,80,0.0434426,1,14.14479282,16.59272307,6.430791581,3.241080344,-8.985726022,4.282168698,2.48466625,-2.979538853,-7.22925578,12.00697322,-6.642049315,-2.230031578,-10.64217026,-9.211716869,0.346046446,4.039720876,0.058690221,0.156729466,-5.637842515,-0.808230281,-1.068904254,1.88641169,2.276657189,0.641202685,2.814616027,-2.305094412,2.160559273,-0.315315244,-0.001885253,0.873451947,0.065158596,-0.695611505,16.47655518,-23.48157759,6.862412138,1.998197367,0.040617931,5.731210972,-2.011663944,2.68788987,-2.994348549,1.552158615,-0.368276739,6.060590628,-0.869714684,0.904910619,-4.53252814,-5.405421649,-0.793277304,-0.35353574,-7.686642413,3.220573892,0.418529861,-1.511006957,1.984375419,1.029811282,0.665837985,0.081826182,-1.892162443,1.837282391,-0.164302567,0.409253225,-0.259110819,-0.80498121
QPEN-0.6,0.61,0.39,1.564,1,80,0.0640984,1,14.14479282,16.59272307,6.430791581,3.241080344,-8.985726022,4.282168698,2.48466625,-2.979538853,-7.22925578,12.00697322,-6.642049315,-2.230031578,-10.64217026,-9.211716869,0.346046446,4.039720876,0.058690221,0.156729466,-5.637842515,-0.808230281,-1.068904254,1.88641169,2.276657189,0.641202685,2.814616027,-2.305094412,2.160559273,-0.315315244,-0.001885253,0.873451947,0.065158596,-0.695611505,16.47655518,-23.48157759,6.862412138,1.998197367,0.040617931,5.731210972,-2.011663944,2.68788987,-2.994348549,1.552158615,-0.368276739,6.060590628,-0.869714684,0.904910619,-4.53252814,-5.405421649,-0.793277304,-0.35353574,-7.686642413,3.220573892,0.418529861,-1.511006957,1.984375419,1.029811282,0.665837985,0.081826182,-1.892162443,1.837282391,-0.164302567,0.409253225,-0.259110819,-0.80498121
QPEN-0.8,0.81,0.19,4.263,1,80,0.0981967,1,14.14479282,16.59272307,6.430791581,3.241080344,-8.985726022,4.282168698,2.48466625,-2.979538853,-7.22925578,12.00697322,-6.642049315,-2.230031578,-10.64217026,-9.211716869,0.346046446,4.039720876,0.058690221,0.156729466,-5.637842515,-0.808230281,-1.068904254,1.88641169,2.276657189,0.641202685,2.814616027,-2.305094412,2.160559273,-0.315315244,-0.001885253,0.873451947,0.065158596,-0.695611505,16.47655518,-23.48157759,6.862412138,1.998197367,0.040617931,5.731210972,-2.011663944,2.68788987,-2.994348549,1.552158615,-0.368276739,6.060590628,-0.869714684,0.904910619,-4.53252814,-5.405421649,-0.793277304,-0.35353574,-7.686642413,3.220573892,0.418529861,-1.511006957,1.984375419,1.029811282,0.665837985,0.081826182,-1.892162443,1.837282391,-0.164302567,0.409253225,-0.259110819,-0.80498121
QPEN-1.0,0.5,0.5,1,0,80,0.1185246,6,14.14479282,16.59272307,6.430791581,3.241080344,-8.985726022,4.282168698,2.48466625,-2.979538853,-7.22925578,12.00697322,-6.642049315,-2.230031578,-10.64217026,-9.211716869,0.346046446,4.039720876,0.058690221,0.156729466,-5.637842515,-0.808230281,-1.068904254,1.88641169,2.276657189,0.641202685,2.814616027,-2.305094412,2.160559273,-0.315315244,-0.001885253,0.873451947,0.065158596,-0.695611505,39.15308314,38.04537166,12.29860524,28.93566193,-3.434084909,16.010393,-0.313748849,17.3685364,-12.78811632,9.978555079,3.209365639,3.695278769,-8.703412174,-6.217453474,-3.688677703,7.205284853,0.205582837,2.962104892,0.685651744,10.89983514,3.095325744,3.796622849,-2.023225233,3.079750531,8.42295626,0.91137403,4.958026349,-5.576531091,3.272894074,2.365430916,0.831935822,-1.559221106
ImPESN-9-22,0.287,0.713,0.403,1,80,0.089,4,25.95061922,-7.993621418,-0.380689991,-8.345780703,7.982368794,-5.552716647,-1.405218321,1.556146266,2.426200579,-0.571991684,2.109950921,1.849402893,5.879078811,0.044200104,5.190436305,4.422555051,-0.689486359,0.111722493,-2.69448536,6.133972445,-1.134231079,1.270830273,0.664600337,0.199745472,-0.824229382,-3.251578077,1.494344854,-1.758443743,-0.71022884,1.202092485,2.411862103,0.103759228,-2.144875438,2.230040643,-0.535612672,-4.923503123,3.166640405,-1.218530185,-0.393608522,6.543185937,2.342986748,2.326343583,2.58689536,6.407762326,-4.035199389,0.228809858,-2.501797349,-2.861356768,-0.058202007,3.112012076,-5.073834731,2.619124933,0.317083755,-2.454355321,4.865586272,3.694275176,0.555623758,1.419899618,-0.164139415,0.183993091,-1.493733171,-1.413738464,0.720633549,1.639420369
ImPESN-19-22,0.463,0.537,0.862,1,80,0.1145228,4,25.95061922,-7.993621418,-0.380689991,-8.345780703,7.982368794,-5.552716647,-1.405218321,1.556146266,2.426200579,-0.571991684,2.109950921,1.849402893,5.879078811,0.044200104,5.190436305,4.422555051,-0.689486359,0.111722493,-2.69448536,6.133972445,-1.134231079,1.270830273,0.664600337,0.199745472,-0.824229382,-3.251578077,1.494344854,-1.758443743,-0.71022884,1.202092485,2.411862103,0.103759228,-2.144875438,2.230040643,-0.535612672,-4.923503123,3.166640405,-1.218530185,-0.393608522,6.543185937,2.342986748,2.326343583,2.58689536,6.407762326,-4.035199389,0.228809858,-2.501797349,-2.861356768,-0.058202007,3.112012076,-5.073834731,2.619124933,0.317083755,-2.454355321,4.865586272,3.694275176,0.555623758,1.419899618,-0.164139415,0.183993091,-1.493733171,-1.413738464,0.720633549,1.639420369
ImPESN-30-22,0.574,0.426,1.347,1,80,0.1467,4,25.95061922,-7.993621418,-0.380689991,-8.345780703,7.982368794,-5.552716647,-1.405218321,1.556146266,2.426200579,-0.571991684,2.109950921,1.849402893,5.879078811,0.044200104,5.190436305,4.422555051,-0.689486359,0.111722493,-2.69448536,6.133972445,-1.134231079,1.270830273,0.664600337,0.199745472,-0.824229382,-3.251578077,1.494344854,-1.758443743,-0.71022884,1.202092485,2.411862103,0.103759228,-2.144875438,2.230040643,-0.535612672,-4.923503123,3.166640405,-1.218530185,-0.393608522,6.543185937,2.342986748,2.326343583,2.58689536,6.407762326,-4.035199389,0.228809858,-2.501797349,-2.861356768,-0.058202007,3.112012076,-5.073834731,2.619124933,0.317083755,-2.454355321,4.865586272,3.694275176,0.555623758,1.419899618,-0.164139415,0.183993091,-1.493733171,-1.413738464,0.720633549,1.639420369
M8.5-GOH,0.085,0.915,0.0929,1,80,0.01301,2,-16.23175721,5.602756351,-1.841322588,-0.031519464,1.002623672,-2.598016377,-1.941236631,-5.661805593,-6.846086373,2.884463301,-3.000175491,-0.031984875,9.072451712,-5.897804961,-2.213164518,-1.142793351,1.951676567,3.202759061,5.002445537,3.415611853,4.766512285,5.205222058,9.66104288,0.596909479,-1.868147921,-1.806004398,0.224378238,3.248453612,-0.921859802,-4.500137913,-2.401048404,4.180723544,-46.56634158,6.981109955,32.65899285,10.43834652,-5.444546256,-9.302851572,11.03741648,-9.157780836,3.118531398,-7.130220848,3.07293732,-0.839032267,-0.120444724,-3.712522143,-6.490137134,1.51053914,-2.291097022,2.1457267,-0.167446164,1.373755913,-2.759518884,-4.803324403,0.489847489,-3.833148022,2.889806238,0.507004661,-1.221618234,-0.452526544,1.859829063,-0.5856355,-0.24101918,1.11442957
M12.5-GOH,0.125,0.875,0.143,1,80,0.01619,2,-16.23175721,5.602756351,-1.841322588,-0.031519464,1.002623672,-2.598016377,-1.941236631,-5.661805593,-6.846086373,2.884463301,-3.000175491,-0.031984875,9.072451712,-5.897804961,-2.213164518,-1.142793351,1.951676567,3.202759061,5.002445537,3.415611853,4.766512285,5.205222058,9.66104288,0.596909479,-1.868147921,-1.806004398,0.224378238,3.248453612,-0.921859802,-4.500137913,-2.401048404,4.180723544,-46.56634158,6.981109955,32.65899285,10.43834652,-5.444546256,-9.302851572,11.03741648,-9.157780836,3.118531398,-7.130220848,3.07293732,-0.839032267,-0.120444724,-3.712522143,-6.490137134,1.51053914,-2.291097022,2.1457267,-0.167446164,1.373755913,-2.759518884,-4.803324403,0.489847489,-3.833148022,2.889806238,0.507004661,-1.221618234,-0.452526544,1.859829063,-0.5856355,-0.24101918,1.11442957
M16.0-GOH,0.16,0.84,0.19,1,80,0.02501,2,-16.23175721,5.602756351,-1.841322588,-0.031519464,1.002623672,-2.598016377,-1.941236631,-5.661805593,-6.846086373,2.884463301,-3.000175491,-0.031984875,9.072451712,-5.897804961,-2.213164518,-1.142793351,1.951676567,3.202759061,5.002445537,3.415611853,4.766512285,5.205222058,9.66104288,0.596909479,-1.868147921,-1.806004398,0.224378238,3.248453612,-0.921859802,-4.500137913,-2.401048404,4.180723544,-46.56634158,6.981109955,32.65899285,10.43834652,-5.444546256,-9.302851572,11.03741648,-9.157780836,3.118531398,-7.130220848,3.07293732,-0.839032267,-0.120444724,-3.712522143,-6.490137134,1.51053914,-2.291097022,2.1457267,-0.167446164,1.373755913,-2.759518884,-4.803324403,0.489847489,-3.833148022,2.889806238,0.507004661,-1.221618234,-0.452526544,1.859829063,-0.5856355,-0.24101918,1.11442957
x-PP-TMA-20,0.2,0.8,0.25,1,80,0.05078478,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-15.02423329,11.00477075,13.060804,-2.705961535,-2.798343281,1.360157669,1.717624915,4.255729176,-4.86278867,10.09677106,-8.65411152,-5.751772468,2.805457333,7.817837477,16.98262349,-10.66911802,5.171134939,2.12934777,-1.62574615,0.597920318,-5.859599163,-5.603283706,-3.194128723,-1.025440436,5.172063786,1.223715694,1.13691853,0.296101148,0.590897309,-1.059366495,0.040409992,-0.693916906
x-PP-DMHDA-20,0.2,0.8,0.25,1,80,0.05283238,2,-19.34779492,23.24943042,-8.243859002,16.23059508,-8.908982495,2.022606781,-0.064913764,-3.082705006,8.545585957,-2.85906145,-0.664756571,5.163639493,7.340697118,-6.182500941,1.497845507,3.020488849,-2.970061433,-1.635692443,-0.802449628,-3.56016327,-0.283681435,-0.888484506,-1.067950786,1.178140357,-3.904737742,1.713563991,3.587862281,0.024054355,-0.099175491,-0.555472916,1.549390793,1.550482776,-15.02423329,11.00477075,13.060804,-2.705961535,-2.798343281,1.360157669,1.717624915,4.255729176,-4.86278867,10.09677106,-8.65411152,-5.751772468,2.805457333,7.817837477,16.98262349,-10.66911802,5.171134939,2.12934777,-1.62574615,0.597920318,-5.859599163,-5.603283706,-3.194128723,-1.025440436,5.172063786,1.223715694,1.13691853,0.296101148,0.590897309,-1.059366495,0.040409992,-0.693916906
PP-TMA-20,0.2,0.8,0.25,1,80,0.05355194,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-42.79669968,6.218984021,27.97445847,10.41161775,-3.310282346,-10.79374234,6.337010203,-5.092383203,0.487325938,-2.386391096,5.513137426,-2.945514874,0.336296964,-0.317922594,-3.745224027,-1.361043648,2.017951044,0.762665259,-1.373019051,-3.925452778,0.384387031,-0.989954273,-0.299034304,2.205675068,0.420850334,-0.141557447,1.948701961,0.475562115,-1.803292712,1.383443705,-0.531996151,-2.011410856
PP-DMHDA-20,0.2,0.8,0.25,1,80,0.05681762,2,-19.34779492,23.24943042,-8.243859002,16.23059508,-8.908982495,2.022606781,-0.064913764,-3.082705006,8.545585957,-2.85906145,-0.664756571,5.163639493,7.340697118,-6.182500941,1.497845507,3.020488849,-2.970061433,-1.635692443,-0.802449628,-3.56016327,-0.283681435,-0.888484506,-1.067950786,1.178140357,-3.904737742,1.713563991,3.587862281,0.024054355,-0.099175491,-0.555472916,1.549390793,1.550482776,-42.79669968,6.218984021,27.97445847,10.41161775,-3.310282346,-10.79374234,6.337010203,-5.092383203,0.487325938,-2.386391096,5.513137426,-2.945514874,0.336296964,-0.317922594,-3.745224027,-1.361043648,2.017951044,0.762665259,-1.373019051,-3.925452778,0.384387031,-0.989954273,-0.299034304,2.205675068,0.420850334,-0.141557447,1.948701961,0.475562115,-1.803292712,1.383443705,-0.531996151,-2.011410856
53% GQ-PEEK,0.53,0.47,1.128,1,80,0.02393735,4,-2.084853392,-4.478978323,11.06515863,-1.716632866,-1.174798592,-0.027158517,0.24169239,-3.581359763,2.865372162,-0.025239705,2.647914473,5.027057583,-3.17195924,0.703238315,3.789005661,0.351576779,3.297182682,-0.185000365,0.333199203,0.123020329,-1.841335451,0.858236843,1.530681632,-0.68123399,-1.529039105,-1.162644329,-2.1469966,0.64242969,2.428225486,-0.735604789,-3.749812313,0.999326308,-4.664391605,1.363188989,-3.153696327,-6.731733252,0.917996845,-3.074669414,-0.145064163,1.617982985,4.027467376,4.107362152,2.74144172,2.419873637,-1.771504582,-0.835676671,-0.214985629,-2.871146734,-2.016633872,-0.244119217,0.711644404,-0.942318039,0.695906063,-0.100019316,-0.676134671,-1.353215462,1.342106449,0.675340158,-1.161720677,1.504888407,1.177393278,0.912864693,-1.385378864,-0.809661699
QPAES-X8Y8 (DCM 3.17),0.5,0.5,1,1,80,0.0758,6,17.35640651,4.465398448,8.55878862,-9.533597233,-10.05838383,3.215388406,-6.177018156,-0.164059527,-1.443131665,2.768458987,-1.289300642,-1.811833052,0.961788146,-0.763556562,-3.59259377,-0.877404761,-2.405022892,0.127724745,1.243708259,1.757175026,3.902115027,0.198974862,-2.178081328,0.201391264,-1.522575747,2.634033959,-0.11676876,0.786244818,0.918569825,0.282338945,1.552823029,-1.3123809,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X8Y8 (DCM 1.70),0.5,0.5,1,1,80,0.0271,6,13.56018907,-0.280727989,3.074260066,-9.652921778,-7.863308259,4.125475533,-6.811849194,-0.465153275,0.06867322,-0.184377633,-3.009043733,-2.374758149,1.79949916,0.76664795,-4.23987463,0.174999586,-0.101966251,-0.527775653,1.33862975,0.339120251,3.949305615,2.642718671,-0.411313586,0.287804122,-1.248268576,0.705945874,-0.796922919,-0.653150305,1.277375168,-1.056568059,0.756908158,-2.106791678,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X16Y8 (DCM 2.47),0.333,0.667,0.499,1,80,0.0515,6,17.35640651,4.465398448,8.55878862,-9.533597233,-10.05838383,3.215388406,-6.177018156,-0.164059527,-1.443131665,2.768458987,-1.289300642,-1.811833052,0.961788146,-0.763556562,-3.59259377,-0.877404761,-2.405022892,0.127724745,1.243708259,1.757175026,3.902115027,0.198974862,-2.178081328,0.201391264,-1.522575747,2.634033959,-0.11676876,0.786244818,0.918569825,0.282338945,1.552823029,-1.3123809,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X16Y8 (DCM 1.99),0.333,0.667,0.499,1,80,0.0442,6,13.56018907,-0.280727989,3.074260066,-9.652921778,-7.863308259,4.125475533,-6.811849194,-0.465153275,0.06867322,-0.184377633,-3.009043733,-2.374758149,1.79949916,0.76664795,-4.23987463,0.174999586,-0.101966251,-0.527775653,1.33862975,0.339120251,3.949305615,2.642718671,-0.411313586,0.287804122,-1.248268576,0.705945874,-0.796922919,-0.653150305,1.277375168,-1.056568059,0.756908158,-2.106791678,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X20Y8 (DCM 3.69),0.286,0.714,0.401,1,80,0.0695,6,20.78978744,8.806226276,10.87028865,-8.586702384,-12.17290228,3.608204614,-7.410238086,0.513980226,-3.131860522,4.590704804,0.640770281,-1.857384801,0.076920322,-0.411814936,-4.18813954,-1.057470063,-3.867364903,0.035928124,0.602708885,1.914002615,3.880053376,-0.720272417,-3.096889173,0.41030883,-2.180115517,4.726912515,0.087289714,1.741196364,0.537030481,0.822421442,1.625152266,-1.053464846,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X16Y10 (DCM 0.91),0.385,0.615,0.626,1,80,0.0121,6,9.860680883,-4.506041522,2.565005451,-10.59076278,-2.6681457,1.669969943,-3.644721807,-2.564793309,-0.814721412,-5.241936828,-1.442714588,-0.06204597,6.834498019,1.998736716,-3.343272755,0.504854216,1.484137725,0.210166865,-1.011864466,-0.745601047,-0.107003357,3.246417291,1.253938492,0.034674369,-0.06543605,-3.095037256,0.56468282,-0.177933802,0.319632878,0.520952072,-0.118977249,-3.392881007,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X16Y10 (DCM 2.35),0.385,0.615,0.626,1,80,0.0378,6,13.56018907,-0.280727989,3.074260066,-9.652921778,-7.863308259,4.125475533,-6.811849194,-0.465153275,0.06867322,-0.184377633,-3.009043733,-2.374758149,1.79949916,0.76664795,-4.23987463,0.174999586,-0.101966251,-0.527775653,1.33862975,0.339120251,3.949305615,2.642718671,-0.411313586,0.287804122,-1.248268576,0.705945874,-0.796922919,-0.653150305,1.277375168,-1.056568059,0.756908158,-2.106791678,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X16Y10 (DCM 2.64),0.385,0.615,0.626,1,80,0.0545,6,17.35640651,4.465398448,8.55878862,-9.533597233,-10.05838383,3.215388406,-6.177018156,-0.164059527,-1.443131665,2.768458987,-1.289300642,-1.811833052,0.961788146,-0.763556562,-3.59259377,-0.877404761,-2.405022892,0.127724745,1.243708259,1.757175026,3.902115027,0.198974862,-2.178081328,0.201391264,-1.522575747,2.634033959,-0.11676876,0.786244818,0.918569825,0.282338945,1.552823029,-1.3123809,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X20Y10 (DCM 2.73),0.333,0.667,0.499,1,80,0.0586,6,17.35640651,4.465398448,8.55878862,-9.533597233,-10.05838383,3.215388406,-6.177018156,-0.164059527,-1.443131665,2.768458987,-1.289300642,-1.811833052,0.961788146,-0.763556562,-3.59259377,-0.877404761,-2.405022892,0.127724745,1.243708259,1.757175026,3.902115027,0.198974862,-2.178081328,0.201391264,-1.522575747,2.634033959,-0.11676876,0.786244818,0.918569825,0.282338945,1.552823029,-1.3123809,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X20Y18 (DCM 2.00),0.474,0.526,0.901,1,80,0.0357,6,13.56018907,-0.280727989,3.074260066,-9.652921778,-7.863308259,4.125475533,-6.811849194,-0.465153275,0.06867322,-0.184377633,-3.009043733,-2.374758149,1.79949916,0.76664795,-4.23987463,0.174999586,-0.101966251,-0.527775653,1.33862975,0.339120251,3.949305615,2.642718671,-0.411313586,0.287804122,-1.248268576,0.705945874,-0.796922919,-0.653150305,1.277375168,-1.056568059,0.756908158,-2.106791678,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
QPAES-X20Y18 (DCM 2.57),0.474,0.526,0.901,1,80,0.0641,6,17.35640651,4.465398448,8.55878862,-9.533597233,-10.05838383,3.215388406,-6.177018156,-0.164059527,-1.443131665,2.768458987,-1.289300642,-1.811833052,0.961788146,-0.763556562,-3.59259377,-0.877404761,-2.405022892,0.127724745,1.243708259,1.757175026,3.902115027,0.198974862,-2.178081328,0.201391264,-1.522575747,2.634033959,-0.11676876,0.786244818,0.918569825,0.282338945,1.552823029,-1.3123809,14.96914134,5.715510727,-11.17416499,5.212689907,2.640963398,-7.036103339,-0.697814505,-7.300753936,-1.869108324,-0.219294389,-3.798897334,-5.756504908,-0.630909285,1.198093658,-1.29213769,-0.584505271,1.766968936,3.5247981,-1.075938515,1.278537777,0.692864746,1.41497964,2.566756065,-0.844098725,0.506291943,-0.840773796,-0.348272871,-0.325091906,0.454053991,0.314086935,0.640317538,-0.485896225
PAES-Q-90,0.62,0.38,1.632,1,80,0.093,6,15.06026355,-3.105311392,0.806203427,-7.837773721,-10.29777247,0.742811693,-3.408611997,-1.453575057,2.289832702,-4.445586101,3.284484593,-1.386318784,0.001736338,2.35376827,0.219585779,-0.441247746,1.868916421,-2.77069457,-1.151336433,-3.365831094,2.202001381,-0.5857653,1.923464244,1.257773894,0.484233212,0.604632189,1.161715963,0.862262464,-0.982146313,-0.218362709,-1.409192379,-2.852399434,24.76738351,16.53912188,-0.454383337,2.157633787,-0.883909982,-4.672805047,-1.216920723,2.161118413,-2.942591362,2.792869703,3.934271335,-1.397632073,-4.70371854,-1.230776755,-0.397924348,1.881937702,-2.007413218,-2.957220426,1.454507304,-0.429766785,0.092780251,-4.00241129,-3.366163427,1.186606309,-1.592041151,-3.044281236,-0.060161206,2.084503749,0.785436863,-1.32219934,1.632141989,0.445191837
PAES-Q-80,0.46,0.54,0.852,1,80,0.0679,6,15.06026355,-3.105311392,0.806203427,-7.837773721,-10.29777247,0.742811693,-3.408611997,-1.453575057,2.289832702,-4.445586101,3.284484593,-1.386318784,0.001736338,2.35376827,0.219585779,-0.441247746,1.868916421,-2.77069457,-1.151336433,-3.365831094,2.202001381,-0.5857653,1.923464244,1.257773894,0.484233212,0.604632189,1.161715963,0.862262464,-0.982146313,-0.218362709,-1.409192379,-2.852399434,24.76738351,16.53912188,-0.454383337,2.157633787,-0.883909982,-4.672805047,-1.216920723,2.161118413,-2.942591362,2.792869703,3.934271335,-1.397632073,-4.70371854,-1.230776755,-0.397924348,1.881937702,-2.007413218,-2.957220426,1.454507304,-0.429766785,0.092780251,-4.00241129,-3.366163427,1.186606309,-1.592041151,-3.044281236,-0.060161206,2.084503749,0.785436863,-1.32219934,1.632141989,0.445191837
