Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
C-HPPES-4/1,0.0504,0.7,0.072,1,80,0.144,1,49.57422562,9.153506786,-7.422792145,0.011747962,8.608011519,-10.90198987,1.697807133,18.44082845,-6.861419778,9.906133849,0.975895628,0.412376932,5.07065843,1.633388812,0.384859511,7.841085598,-0.553057187,-3.21438758,3.672573053,-0.18525764,-1.859270278,-1.915505697,-1.709953169,-0.761369684,-1.023152574,-0.911908921,-0.831018475,2.081937736,-0.651706621,0.295234375,-2.414209232,-0.344374178,18.26675626,6.799316433,-2.95322448,-9.297532779,2.807358826,-1.966536599,-1.462030192,-4.329658677,2.794875311,-0.584896784,0.569208992,-2.97139074,8.833670373,-8.754334483,0.69117015,-2.330979133,-2.349145104,-0.328306055,-1.752442829,0.729004129,0.252634381,-1.132309349,-2.036151124,0.835857424,-0.003707347,0.941493132,-1.671534472,-0.34089812,-4.773836124,-0.645292365,1.793985526,-0.879976489
C-HPPES-2/1,0.1008,0.7,0.144,1,80,0.131,1,49.57422562,9.153506786,-7.422792145,0.011747962,8.608011519,-10.90198987,1.697807133,18.44082845,-6.861419778,9.906133849,0.975895628,0.412376932,5.07065843,1.633388812,0.384859511,7.841085598,-0.553057187,-3.21438758,3.672573053,-0.18525764,-1.859270278,-1.915505697,-1.709953169,-0.761369684,-1.023152574,-0.911908921,-0.831018475,2.081937736,-0.651706621,0.295234375,-2.414209232,-0.344374178,18.26675626,6.799316433,-2.95322448,-9.297532779,2.807358826,-1.966536599,-1.462030192,-4.329658677,2.794875311,-0.584896784,0.569208992,-2.97139074,8.833670373,-8.754334483,0.69117015,-2.330979133,-2.349145104,-0.328306055,-1.752442829,0.729004129,0.252634381,-1.132309349,-2.036151124,0.835857424,-0.003707347,0.941493132,-1.671534472,-0.34089812,-4.773836124,-0.645292365,1.793985526,-0.879976489
MM-PES-1-1.5,0.4,0.6,0.67,1,80,0.054,1,6.455296621,-6.968243647,-0.917338721,-2.789303212,-5.779228243,-2.443812286,-2.889231881,4.253525269,8.850963511,2.591008249,-7.567624618,-0.057299074,-7.738268731,1.684340521,5.635110958,-5.13677474,-0.367333274,0.088902895,0.729989107,-2.197501306,-0.971354583,2.237158332,-1.468413497,1.611186519,-3.190155165,1.3385742,-1.574641809,1.636523715,2.075038058,-1.054448097,-1.662420193,1.745814605,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
xMM-PES-1-1.5,0.4,0.6,0.67,1,80,0.037,1,6.455296621,-6.968243647,-0.917338721,-2.789303212,-5.779228243,-2.443812286,-2.889231881,4.253525269,8.850963511,2.591008249,-7.567624618,-0.057299074,-7.738268731,1.684340521,5.635110958,-5.13677474,-0.367333274,0.088902895,0.729989107,-2.197501306,-0.971354583,2.237158332,-1.468413497,1.611186519,-3.190155165,1.3385742,-1.574641809,1.636523715,2.075038058,-1.054448097,-1.662420193,1.745814605,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
MM-PES-1.5-1,0.6,0.4,1.5,1,80,0.0783,1,6.455296621,-6.968243647,-0.917338721,-2.789303212,-5.779228243,-2.443812286,-2.889231881,4.253525269,8.850963511,2.591008249,-7.567624618,-0.057299074,-7.738268731,1.684340521,5.635110958,-5.13677474,-0.367333274,0.088902895,0.729989107,-2.197501306,-0.971354583,2.237158332,-1.468413497,1.611186519,-3.190155165,1.3385742,-1.574641809,1.636523715,2.075038058,-1.054448097,-1.662420193,1.745814605,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
xMM-PES-1.5-1,0.6,0.4,1.5,1,80,0.0734,1,6.455296621,-6.968243647,-0.917338721,-2.789303212,-5.779228243,-2.443812286,-2.889231881,4.253525269,8.850963511,2.591008249,-7.567624618,-0.057299074,-7.738268731,1.684340521,5.635110958,-5.13677474,-0.367333274,0.088902895,0.729989107,-2.197501306,-0.971354583,2.237158332,-1.468413497,1.611186519,-3.190155165,1.3385742,-1.574641809,1.636523715,2.075038058,-1.054448097,-1.662420193,1.745814605,24.84140607,-17.18647686,5.422535492,2.163937997,-0.419224747,-1.991453099,-1.9428442,-1.044574778,-4.93368824,-0.267456667,0.86550647,1.871642794,2.237781718,0.395179956,1.635798306,1.823125603,-1.292196606,0.996564243,4.308301805,-1.288779024,-2.180892135,-0.198921827,2.542620897,1.652862421,0.584913379,0.693102661,-0.242976525,-0.18860523,-0.141655644,-0.206424131,0.382435058,0.151868973
QPVK-12h,0.078,0.922,0.085,0,80,0.00491,2,-19.74241345,-6.870664085,-12.03103704,-5.722057718,15.77520138,17.65185227,-4.081452253,3.449726426,-11.44851505,-3.895074285,-1.88213591,-0.638644006,1.485521005,-0.771004093,0.331302405,-4.25036581,-2.06570214,-5.80977165,-4.766132173,-1.333350426,1.36180029,-1.844830301,0.095560493,2.84366183,-1.49128256,-1.310153523,-1.024710719,-1.055356355,-0.049197322,1.680767128,-0.897038765,2.368631476,-14.31910365,2.265096551,0.448449009,-17.00025255,-2.246647782,13.45285531,-1.818947719,-11.38053821,-3.79329845,3.567044568,-3.349181475,2.073472886,-3.2637379,-1.377651636,-2.269865875,2.341556014,1.454615526,0.67773997,-0.320120436,-2.355313697,-0.110540526,-0.646040372,-0.83217854,0.832171171,0.547677435,0.198675293,0.43635046,-0.613669965,0.403120313,-0.292805172,0.013614301,-0.03624385
QPVK-24h,0.159,0.841,0.189,0,80,0.00639,2,-19.74241345,-6.870664085,-12.03103704,-5.722057718,15.77520138,17.65185227,-4.081452253,3.449726426,-11.44851505,-3.895074285,-1.88213591,-0.638644006,1.485521005,-0.771004093,0.331302405,-4.25036581,-2.06570214,-5.80977165,-4.766132173,-1.333350426,1.36180029,-1.844830301,0.095560493,2.84366183,-1.49128256,-1.310153523,-1.024710719,-1.055356355,-0.049197322,1.680767128,-0.897038765,2.368631476,-14.31910365,2.265096551,0.448449009,-17.00025255,-2.246647782,13.45285531,-1.818947719,-11.38053821,-3.79329845,3.567044568,-3.349181475,2.073472886,-3.2637379,-1.377651636,-2.269865875,2.341556014,1.454615526,0.67773997,-0.320120436,-2.355313697,-0.110540526,-0.646040372,-0.83217854,0.832171171,0.547677435,0.198675293,0.43635046,-0.613669965,0.403120313,-0.292805172,0.013614301,-0.03624385
QPVK-36h,0.251,0.749,0.335,0,80,0.00804,2,-19.74241345,-6.870664085,-12.03103704,-5.722057718,15.77520138,17.65185227,-4.081452253,3.449726426,-11.44851505,-3.895074285,-1.88213591,-0.638644006,1.485521005,-0.771004093,0.331302405,-4.25036581,-2.06570214,-5.80977165,-4.766132173,-1.333350426,1.36180029,-1.844830301,0.095560493,2.84366183,-1.49128256,-1.310153523,-1.024710719,-1.055356355,-0.049197322,1.680767128,-0.897038765,2.368631476,-14.31910365,2.265096551,0.448449009,-17.00025255,-2.246647782,13.45285531,-1.818947719,-11.38053821,-3.79329845,3.567044568,-3.349181475,2.073472886,-3.2637379,-1.377651636,-2.269865875,2.341556014,1.454615526,0.67773997,-0.320120436,-2.355313697,-0.110540526,-0.646040372,-0.83217854,0.832171171,0.547677435,0.198675293,0.43635046,-0.613669965,0.403120313,-0.292805172,0.013614301,-0.03624385
QPVK-48h,0.318,0.682,0.466,0,80,0.01,2,-19.74241345,-6.870664085,-12.03103704,-5.722057718,15.77520138,17.65185227,-4.081452253,3.449726426,-11.44851505,-3.895074285,-1.88213591,-0.638644006,1.485521005,-0.771004093,0.331302405,-4.25036581,-2.06570214,-5.80977165,-4.766132173,-1.333350426,1.36180029,-1.844830301,0.095560493,2.84366183,-1.49128256,-1.310153523,-1.024710719,-1.055356355,-0.049197322,1.680767128,-0.897038765,2.368631476,-14.31910365,2.265096551,0.448449009,-17.00025255,-2.246647782,13.45285531,-1.818947719,-11.38053821,-3.79329845,3.567044568,-3.349181475,2.073472886,-3.2637379,-1.377651636,-2.269865875,2.341556014,1.454615526,0.67773997,-0.320120436,-2.355313697,-0.110540526,-0.646040372,-0.83217854,0.832171171,0.547677435,0.198675293,0.43635046,-0.613669965,0.403120313,-0.292805172,0.013614301,-0.03624385
QPVK-60h,0.353,0.647,0.546,0,80,0.0103,2,-19.74241345,-6.870664085,-12.03103704,-5.722057718,15.77520138,17.65185227,-4.081452253,3.449726426,-11.44851505,-3.895074285,-1.88213591,-0.638644006,1.485521005,-0.771004093,0.331302405,-4.25036581,-2.06570214,-5.80977165,-4.766132173,-1.333350426,1.36180029,-1.844830301,0.095560493,2.84366183,-1.49128256,-1.310153523,-1.024710719,-1.055356355,-0.049197322,1.680767128,-0.897038765,2.368631476,-14.31910365,2.265096551,0.448449009,-17.00025255,-2.246647782,13.45285531,-1.818947719,-11.38053821,-3.79329845,3.567044568,-3.349181475,2.073472886,-3.2637379,-1.377651636,-2.269865875,2.341556014,1.454615526,0.67773997,-0.320120436,-2.355313697,-0.110540526,-0.646040372,-0.83217854,0.832171171,0.547677435,0.198675293,0.43635046,-0.613669965,0.403120313,-0.292805172,0.013614301,-0.03624385
C-QPx1y0,0.5,0.5,1,0,80,0.319,2,-21.09610253,0.174991635,-6.194726681,5.756490476,7.107192013,-4.863188462,-5.854717435,1.201996699,2.733798126,3.166057582,3.889023616,-1.14785326,-1.828861339,-1.740110689,1.910807878,-0.998331605,5.000983207,3.221105181,-1.098040876,1.339041443,0.948508634,1.38471012,-1.017913352,-0.66456853,-2.01862434,-1.031000828,0.298683073,-0.982428703,0.215134787,-0.315051831,2.741861134,1.154335839,-14.56970296,7.991636593,10.71450264,-1.841629658,6.810390502,10.94367544,-4.708337109,-1.873885724,-2.485105028,1.30207224,7.950593593,-3.046152187,-0.11836808,-0.050726053,2.399757006,2.80278142,-0.106633477,4.185791228,-1.36968176,-0.10042597,-0.710090606,11.31378402,-1.000334778,-5.703634926,1.428032529,8.540310679,-1.937780186,12.82165419,2.583969041,-2.059682995,0.873572988,4.342722351
